pool	level	zfoil	ndel	rungroup	xscol	yscol	n	qa_low
development	hole	8.0	0	rg06_theta15p195_foilpm8	4	3	22	False
development	hole	8.0	0	rg06_theta15p195_foilpm8	4	5	24	False
development	hole	8.0	0	rg06_theta15p195_foilpm8	4	6	24	False
development	hole	8.0	0	rg06_theta15p195_foilpm8	4	7	24	False
development	hole	8.0	0	rg06_theta15p195_foilpm8	5	2	6	True
development	hole	8.0	0	rg06_theta15p195_foilpm8	5	3	22	False
development	hole	8.0	0	rg06_theta15p195_foilpm8	5	4	24	False
development	hole	8.0	0	rg06_theta15p195_foilpm8	5	6	24	False
development	hole	8.0	0	rg06_theta15p195_foilpm8	5	7	24	False
development	hole	8.0	0	rg06_theta15p195_foilpm8	6	3	21	False
development	hole	8.0	0	rg06_theta15p195_foilpm8	6	4	24	False
development	hole	8.0	0	rg06_theta15p195_foilpm8	6	5	23	False
development	hole	8.0	0	rg06_theta15p195_foilpm8	6	6	24	False
development	hole	8.0	0	rg06_theta15p195_foilpm8	6	7	24	False
development	hole	8.0	0	rg06_theta15p195_foilpm8	7	3	13	False
development	hole	8.0	0	rg06_theta15p195_foilpm8	7	4	13	False
development	hole	8.0	0	rg06_theta15p195_foilpm8	7	5	20	False
development	hole	8.0	0	rg06_theta15p195_foilpm8	7	6	24	False
development	hole	8.0	0	rg06_theta15p195_foilpm8	7	7	24	False
development	hole	8.0	0	rg06_theta15p195_foilpm8	8	5	13	False
development	hole	8.0	0	rg06_theta15p195_foilpm8	8	6	20	False
development	setting	8.0	0	rg07_theta12p495_foilpm8			892	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	0	4	18	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	0	5	16	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	0	6	15	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	1	2	10	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	1	3	15	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	1	4	22	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	1	5	24	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	1	6	24	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	1	7	17	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	2	2	15	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	2	4	24	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	2	5	24	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	2	6	24	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	2	7	24	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	3	2	15	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	3	3	17	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	3	4	24	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	3	5	24	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	3	6	24	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	3	7	24	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	4	2	15	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	4	3	24	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	4	4	11	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	4	5	23	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	4	6	23	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	4	7	24	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	5	2	12	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	5	3	23	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	5	4	24	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	5	6	24	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	5	7	24	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	6	3	16	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	6	4	24	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	6	5	24	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	6	6	24	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	6	7	24	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	7	3	11	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	7	4	17	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	7	5	23	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	7	6	23	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	7	7	24	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	8	4	14	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	8	5	17	False
development	hole	8.0	0	rg07_theta12p495_foilpm8	8	6	24	False
development	foil_delta	8.0	1				2741	False
development	setting	8.0	1	rg03_theta12p490_foilpm8			1012	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	0	3	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	0	4	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	0	5	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	0	6	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	1	2	16	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	1	3	22	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	1	4	22	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	1	5	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	1	6	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	1	7	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	2	2	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	2	4	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	2	5	22	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	2	6	22	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	2	7	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	3	2	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	3	3	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	3	4	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	3	5	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	3	6	22	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	3	7	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	4	2	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	4	3	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	4	4	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	4	5	22	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	4	6	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	4	7	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	5	2	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	5	3	22	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	5	4	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	5	6	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	5	7	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	6	2	22	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	6	3	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	6	4	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	6	5	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	6	6	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	6	7	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	7	2	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	7	3	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	7	4	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	7	5	22	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	7	6	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	7	7	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	8	3	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	8	4	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	8	5	21	False
development	hole	8.0	1	rg03_theta12p490_foilpm8	8	6	21	False
development	setting	8.0	1	rg06_theta15p195_foilpm8			815	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	0	4	13	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	0	5	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	0	6	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	1	3	13	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	1	4	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	1	5	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	1	6	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	1	7	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	2	4	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	2	5	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	2	6	22	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	2	7	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	3	2	15	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	3	3	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	3	4	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	3	5	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	3	6	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	3	7	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	4	2	12	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	4	3	18	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	4	5	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	4	6	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	4	7	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	5	2	18	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	5	3	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	5	4	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	5	6	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	5	7	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	6	2	12	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	6	3	16	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	6	4	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	6	5	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	6	6	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	6	7	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	7	3	11	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	7	4	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	7	5	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	7	6	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	7	7	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	8	4	14	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	8	5	21	False
development	hole	8.0	1	rg06_theta15p195_foilpm8	8	6	21	False
development	setting	8.0	1	rg07_theta12p495_foilpm8			914	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	0	4	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	0	5	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	0	6	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	1	3	18	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	1	4	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	1	5	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	1	6	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	1	7	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	2	2	14	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	2	4	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	2	5	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	2	6	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	2	7	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	3	2	13	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	3	3	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	3	4	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	3	5	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	3	6	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	3	7	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	4	2	13	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	4	3	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	4	4	16	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	4	5	22	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	4	6	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	4	7	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	5	2	17	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	5	3	22	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	5	4	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	5	6	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	5	7	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	6	2	14	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	6	3	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	6	4	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	6	5	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	6	6	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	6	7	22	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	7	2	11	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	7	3	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	7	4	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	7	5	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	7	6	21	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	7	7	22	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	8	3	17	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	8	4	19	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	8	5	22	False
development	hole	8.0	1	rg07_theta12p495_foilpm8	8	6	22	False
development	foil_delta	8.0	2				2742	False
development	setting	8.0	2	rg03_theta12p490_foilpm8			999	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	0	3	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	0	4	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	0	5	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	0	6	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	1	2	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	1	3	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	1	4	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	1	5	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	1	6	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	1	7	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	2	2	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	2	4	20	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	2	5	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	2	6	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	2	7	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	3	2	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	3	3	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	3	4	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	3	5	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	3	6	20	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	3	7	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	4	2	20	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	4	3	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	4	4	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	4	5	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	4	6	20	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	4	7	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	5	2	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	5	3	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	5	4	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	5	6	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	5	7	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	6	2	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	6	3	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	6	4	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	6	5	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	6	6	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	6	7	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	7	2	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	7	3	20	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	7	4	20	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	7	5	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	7	6	20	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	7	7	20	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	8	3	20	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	8	4	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	8	5	21	False
development	hole	8.0	2	rg03_theta12p490_foilpm8	8	6	21	False
development	setting	8.0	2	rg06_theta15p195_foilpm8			829	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	0	3	9	True
development	hole	8.0	2	rg06_theta15p195_foilpm8	0	4	12	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	0	5	20	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	0	6	21	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	1	3	11	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	1	4	20	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	1	5	21	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	1	6	20	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	1	7	21	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	2	2	15	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	2	4	21	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	2	5	21	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	2	6	20	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	2	7	20	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	3	3	20	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	3	4	21	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	3	5	21	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	3	6	20	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	3	7	20	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	4	2	9	True
development	hole	8.0	2	rg06_theta15p195_foilpm8	4	3	21	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	4	4	11	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	4	5	21	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	4	6	21	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	4	7	20	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	5	2	11	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	5	3	21	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	5	4	21	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	5	6	21	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	5	7	21	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	6	3	21	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	6	4	21	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	6	5	21	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	6	6	21	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	6	7	21	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	7	3	20	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	7	4	21	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	7	5	20	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	7	6	21	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	7	7	21	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	8	3	10	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	8	4	17	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	8	5	21	False
development	hole	8.0	2	rg06_theta15p195_foilpm8	8	6	21	False
development	setting	8.0	2	rg07_theta12p495_foilpm8			914	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	0	4	18	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	0	5	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	0	6	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	1	3	11	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	1	4	20	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	1	5	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	1	6	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	1	7	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	2	2	18	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	2	4	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	2	5	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	2	6	20	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	2	7	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	3	2	16	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	3	3	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	3	4	20	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	3	5	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	3	6	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	3	7	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	4	2	14	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	4	3	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	4	4	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	4	5	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	4	6	20	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	4	7	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	5	2	16	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	5	3	20	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	5	4	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	5	6	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	5	7	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	6	2	20	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	6	3	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	6	4	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	6	5	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	6	6	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	6	7	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	7	2	10	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	7	3	20	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	7	4	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	7	5	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	7	6	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	7	7	20	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	8	3	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	8	4	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	8	5	21	False
development	hole	8.0	2	rg07_theta12p495_foilpm8	8	6	21	False
development	foil_delta	8.0	3				2741	False
development	setting	8.0	3	rg03_theta12p490_foilpm8			1109	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	0	3	15	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	0	4	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	0	5	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	0	6	25	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	1	2	22	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	1	3	25	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	1	4	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	1	5	25	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	1	6	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	1	7	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	2	2	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	2	4	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	2	5	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	2	6	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	2	7	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	3	2	25	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	3	3	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	3	4	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	3	5	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	3	6	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	3	7	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	4	2	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	4	3	25	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	4	4	25	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	4	5	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	4	6	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	4	7	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	5	2	9	True
development	hole	8.0	3	rg03_theta12p490_foilpm8	5	3	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	5	4	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	5	6	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	5	7	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	6	2	9	True
development	hole	8.0	3	rg03_theta12p490_foilpm8	6	3	25	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	6	4	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	6	5	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	6	6	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	6	7	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	7	2	13	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	7	3	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	7	4	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	7	5	25	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	7	6	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	7	7	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	8	3	25	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	8	4	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	8	5	24	False
development	hole	8.0	3	rg03_theta12p490_foilpm8	8	6	24	False
development	setting	8.0	3	rg06_theta15p195_foilpm8			716	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	0	5	18	False
development	hole	8.0	3	rg06_theta15p195_foilpm8	0	6	24	False
