rungroup	zfoil	delta_low	delta_high	xscol	yscol	foil	ndel	original_core	available	excluded_core	blocked	total	holdout	holdout_core	unsupported	noncore_development	geometry_excluded_development	pool	q_hole	hole_cap	capacity	hole_bound	population	quota	surplus	qa_low	hole_loss	parent_loss	actual_selected
rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	6	2	1	0	16	16	0	False	34	7	4	0	11	0	rg03_theta12p490_foilpm8	39.0	58	16	False	open_populated	16	0	False	0	0	16
rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	6	3	1	0	43	43	0	False	71	15	14	0	13	0	rg03_theta12p490_foilpm8	39.0	58	43	False	open_populated	23	20	False	0	20	23
rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	6	4	1	0	70	70	0	False	128	26	15	0	32	0	rg03_theta12p490_foilpm8	39.0	58	58	True	open_populated	24	46	False	12	34	24
rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	6	5	1	0	78	78	0	False	128	26	23	0	24	0	rg03_theta12p490_foilpm8	39.0	58	58	True	open_populated	23	55	False	20	35	23
rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	6	6	1	0	106	106	0	False	184	37	26	0	41	0	rg03_theta12p490_foilpm8	39.0	58	58	True	open_populated	24	82	False	48	34	24
rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	6	7	1	0	110	110	0	False	182	37	28	0	35	0	rg03_theta12p490_foilpm8	39.0	58	58	True	open_populated	23	87	False	52	35	23
rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	7	2	1	0	0	0	0	False	12	3	0	12	9	0	rg03_theta12p490_foilpm8	39.0	58	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	7	3	1	0	21	21	0	False	31	7	5	0	3	0	rg03_theta12p490_foilpm8	39.0	58	21	False	open_populated	21	0	False	0	0	21
rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	7	4	1	0	47	47	0	False	74	15	12	0	12	0	rg03_theta12p490_foilpm8	39.0	58	47	False	open_populated	24	23	False	0	23	24
rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	7	5	1	0	63	63	0	False	94	19	15	0	12	0	rg03_theta12p490_foilpm8	39.0	58	58	True	open_populated	23	40	False	5	35	23
rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	7	6	1	0	89	89	0	False	148	30	21	0	29	0	rg03_theta12p490_foilpm8	39.0	58	58	True	open_populated	24	65	False	31	34	24
rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	7	7	1	0	75	75	0	False	132	27	18	0	30	0	rg03_theta12p490_foilpm8	39.0	58	58	True	open_populated	23	52	False	17	35	23
rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	8	3	1	0	0	0	0	False	11	3	0	11	8	0	rg03_theta12p490_foilpm8	39.0	58	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	8	4	1	0	0	0	0	False	24	5	0	24	19	0	rg03_theta12p490_foilpm8	39.0	58	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	8	5	1	0	38	38	0	False	59	12	6	0	9	0	rg03_theta12p490_foilpm8	39.0	58	38	False	open_populated	23	15	False	0	15	23
rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	8	6	1	0	47	47	0	False	73	15	12	0	11	0	rg03_theta12p490_foilpm8	39.0	58	47	False	open_populated	24	23	False	0	23	24
rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	8	7	1	0	0	0	0	False	9	2	0	9	7	0	rg03_theta12p490_foilpm8	39.0	58	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	0	3	1	1	31	31	0	False	48	10	9	0	7	0	rg03_theta12p490_foilpm8	49.75	74	31	False	open_populated	21	10	False	0	10	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	0	4	1	1	39	39	0	False	65	13	8	0	13	0	rg03_theta12p490_foilpm8	49.75	74	39	False	open_populated	21	18	False	0	18	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	0	5	1	1	72	72	0	False	114	23	15	0	19	0	rg03_theta12p490_foilpm8	49.75	74	72	False	open_populated	21	51	False	0	51	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	0	6	1	1	72	72	0	False	123	25	16	0	26	0	rg03_theta12p490_foilpm8	49.75	74	72	False	open_populated	21	51	False	0	51	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	0	7	1	1	0	0	0	False	1	1	0	1	0	0	rg03_theta12p490_foilpm8	49.75	74	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	1	2	1	1	16	16	0	False	25	5	3	0	4	0	rg03_theta12p490_foilpm8	49.75	74	16	False	open_populated	16	0	False	0	0	16
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	1	3	1	1	46	46	0	False	69	14	13	0	9	0	rg03_theta12p490_foilpm8	49.75	74	46	False	open_populated	22	24	False	0	24	22
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	1	4	1	1	69	69	0	False	102	21	13	0	12	0	rg03_theta12p490_foilpm8	49.75	74	69	False	open_populated	22	47	False	0	47	22
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	1	5	1	1	98	98	0	False	155	31	24	0	26	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	21	77	False	24	53	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	1	6	1	1	120	120	0	False	185	37	28	0	28	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	21	99	False	46	53	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	1	7	1	1	129	129	0	False	205	41	35	0	35	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	21	108	False	55	53	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	2	2	1	1	41	41	0	False	66	14	13	0	11	0	rg03_theta12p490_foilpm8	49.75	74	41	False	open_populated	21	20	False	0	20	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	2	3	1	1	0	0	0	True	1	1	0	1	0	0	rg03_theta12p490_foilpm8	49.75	74	0	False	blocked	0	0	False	0	0	0
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	2	4	1	1	83	83	0	False	127	26	20	0	18	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	21	62	False	9	53	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	2	5	1	1	139	139	0	False	207	42	35	0	26	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	22	117	False	65	52	22
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	2	6	1	1	169	169	0	False	269	54	38	0	46	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	22	147	False	95	52	22
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	2	7	1	1	189	189	0	False	302	61	49	0	52	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	21	168	False	115	53	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	3	2	1	1	41	41	0	False	62	13	12	0	8	0	rg03_theta12p490_foilpm8	49.75	74	41	False	open_populated	21	20	False	0	20	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	3	3	1	1	74	74	0	False	111	23	15	0	14	0	rg03_theta12p490_foilpm8	49.75	74	74	False	open_populated	21	53	False	0	53	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	3	4	1	1	93	93	0	False	144	29	23	0	22	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	21	72	False	19	53	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	3	5	1	1	154	154	0	False	231	47	36	0	30	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	21	133	False	80	53	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	3	6	1	1	187	187	0	False	299	60	47	0	52	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	22	165	False	113	52	22
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	3	7	1	1	231	231	0	False	371	75	57	0	65	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	21	210	False	157	53	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	4	2	1	1	49	49	0	False	82	17	11	0	16	0	rg03_theta12p490_foilpm8	49.75	74	49	False	open_populated	21	28	False	0	28	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	4	3	1	1	79	79	0	False	126	26	22	0	21	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	21	58	False	5	53	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	4	4	1	1	30	30	0	False	43	9	8	0	4	0	rg03_theta12p490_foilpm8	49.75	74	30	False	open_populated	21	9	False	0	9	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	4	5	1	1	184	184	0	False	273	55	46	0	34	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	22	162	False	110	52	22
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	4	6	1	1	225	225	0	False	340	68	58	0	47	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	21	204	False	151	53	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	4	7	1	1	231	231	0	False	342	69	59	0	42	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	21	210	False	157	53	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	5	2	1	1	50	50	0	False	78	16	12	0	12	0	rg03_theta12p490_foilpm8	49.75	74	50	False	open_populated	21	29	False	0	29	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	5	3	1	1	67	67	0	False	103	21	19	0	15	0	rg03_theta12p490_foilpm8	49.75	74	67	False	open_populated	22	45	False	0	45	22
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	5	4	1	1	112	112	0	False	169	34	33	0	23	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	21	91	False	38	53	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	5	5	1	1	0	0	0	True	7	2	0	7	5	5	rg03_theta12p490_foilpm8	49.75	74	0	False	blocked	0	0	False	0	0	0
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	5	6	1	1	204	204	0	False	304	61	47	0	39	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	21	183	False	130	53	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	5	7	1	1	231	231	0	False	362	73	60	0	58	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	21	210	False	157	53	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	6	2	1	1	31	31	0	False	48	10	8	0	7	0	rg03_theta12p490_foilpm8	49.75	74	31	False	open_populated	22	9	False	0	9	22
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	6	3	1	1	59	59	0	False	103	21	15	0	23	0	rg03_theta12p490_foilpm8	49.75	74	59	False	open_populated	21	38	False	0	38	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	6	4	1	1	107	107	0	False	159	32	22	0	20	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	21	86	False	33	53	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	6	5	1	1	131	131	0	False	202	41	32	0	30	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	21	110	False	57	53	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	6	6	1	1	182	182	0	False	282	57	44	0	43	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	21	161	False	108	53	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	6	7	1	1	230	230	0	False	343	69	51	0	44	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	21	209	False	156	53	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	7	2	1	1	25	25	0	False	34	7	6	0	2	0	rg03_theta12p490_foilpm8	49.75	74	25	False	open_populated	21	4	False	0	4	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	7	3	1	1	54	54	0	False	85	17	12	0	14	0	rg03_theta12p490_foilpm8	49.75	74	54	False	open_populated	21	33	False	0	33	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	7	4	1	1	74	74	0	False	108	22	18	0	12	0	rg03_theta12p490_foilpm8	49.75	74	74	False	open_populated	21	53	False	0	53	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	7	5	1	1	110	110	0	False	175	35	23	0	30	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	22	88	False	36	52	22
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	7	6	1	1	117	117	0	False	192	39	31	0	36	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	21	96	False	43	53	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	7	7	1	1	136	136	0	False	210	42	34	0	32	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	21	115	False	62	53	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	8	3	1	1	32	32	0	False	53	11	8	0	10	0	rg03_theta12p490_foilpm8	49.75	74	32	False	open_populated	21	11	False	0	11	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	8	4	1	1	49	49	0	False	77	16	14	0	12	0	rg03_theta12p490_foilpm8	49.75	74	49	False	open_populated	21	28	False	0	28	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	8	5	1	1	64	64	0	False	106	22	15	0	20	0	rg03_theta12p490_foilpm8	49.75	74	64	False	open_populated	21	43	False	0	43	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	8	6	1	1	88	88	0	False	151	31	23	0	32	0	rg03_theta12p490_foilpm8	49.75	74	74	True	open_populated	21	67	False	14	53	21
rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	8	7	1	1	0	0	0	False	5	1	0	5	4	0	rg03_theta12p490_foilpm8	49.75	74	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	0	3	1	2	23	23	0	False	38	8	7	0	7	0	rg03_theta12p490_foilpm8	68.25	102	23	False	open_populated	21	2	False	0	2	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	0	4	1	2	41	41	0	False	63	13	10	0	9	0	rg03_theta12p490_foilpm8	68.25	102	41	False	open_populated	21	20	False	0	20	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	0	5	1	2	92	92	0	False	146	30	22	0	24	0	rg03_theta12p490_foilpm8	68.25	102	92	False	open_populated	21	71	False	0	71	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	0	6	1	2	113	113	0	False	165	33	25	0	19	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	21	92	False	11	81	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	0	7	1	2	0	0	0	False	1	1	0	1	0	0	rg03_theta12p490_foilpm8	68.25	102	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	1	2	1	2	22	22	0	False	35	7	6	0	6	0	rg03_theta12p490_foilpm8	68.25	102	22	False	open_populated	21	1	False	0	1	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	1	3	1	2	43	43	0	False	83	17	12	0	23	0	rg03_theta12p490_foilpm8	68.25	102	43	False	open_populated	21	22	False	0	22	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	1	4	1	2	103	103	0	False	163	33	22	0	27	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	21	82	False	1	81	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	1	5	1	2	150	150	0	False	243	49	42	0	44	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	21	129	False	48	81	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	1	6	1	2	175	175	0	False	298	60	37	0	63	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	21	154	False	73	81	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	1	7	1	2	228	228	0	False	328	66	50	0	34	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	21	207	False	126	81	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	2	2	1	2	43	43	0	False	65	13	7	0	9	0	rg03_theta12p490_foilpm8	68.25	102	43	False	open_populated	21	22	False	0	22	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	2	3	1	2	0	0	0	True	1	1	0	1	0	0	rg03_theta12p490_foilpm8	68.25	102	0	False	blocked	0	0	False	0	0	0
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	2	4	1	2	110	110	0	False	171	35	29	0	26	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	20	90	False	8	82	20
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	2	5	1	2	202	202	0	False	311	63	52	0	46	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	21	181	False	100	81	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	2	6	1	2	272	272	0	False	425	85	66	0	68	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	21	251	False	170	81	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	2	7	1	2	329	329	0	False	486	98	84	0	59	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	21	308	False	227	81	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	3	2	1	2	66	66	0	False	97	20	15	0	11	0	rg03_theta12p490_foilpm8	68.25	102	66	False	open_populated	21	45	False	0	45	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	3	3	1	2	71	71	0	False	123	25	21	0	27	0	rg03_theta12p490_foilpm8	68.25	102	71	False	open_populated	21	50	False	0	50	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	3	4	1	2	156	156	0	False	247	50	37	0	41	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	21	135	False	54	81	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	3	5	1	2	231	231	0	False	357	72	54	0	54	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	21	210	False	129	81	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	3	6	1	2	324	324	0	False	505	101	84	0	80	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	20	304	False	222	82	20
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	3	7	1	2	359	359	0	False	537	108	95	0	70	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	21	338	False	257	81	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	4	2	1	2	57	57	0	False	87	18	14	0	12	0	rg03_theta12p490_foilpm8	68.25	102	57	False	open_populated	20	37	False	0	37	20
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	4	3	1	2	91	91	0	False	151	31	25	0	29	0	rg03_theta12p490_foilpm8	68.25	102	91	False	open_populated	21	70	False	0	70	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	4	4	1	2	47	47	0	False	69	14	11	0	8	0	rg03_theta12p490_foilpm8	68.25	102	47	False	open_populated	21	26	False	0	26	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	4	5	1	2	255	255	0	False	404	81	70	0	68	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	21	234	False	153	81	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	4	6	1	2	386	386	0	False	593	119	97	0	88	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	20	366	False	284	82	20
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	4	7	1	2	439	439	0	False	650	130	107	0	81	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	21	418	False	337	81	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	5	2	1	2	49	49	0	False	76	16	11	0	11	0	rg03_theta12p490_foilpm8	68.25	102	49	False	open_populated	21	28	False	0	28	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	5	3	1	2	95	95	0	False	144	29	19	0	20	0	rg03_theta12p490_foilpm8	68.25	102	95	False	open_populated	21	74	False	0	74	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	5	4	1	2	167	167	0	False	251	51	37	0	33	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	21	146	False	65	81	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	5	5	1	2	0	0	0	True	5	1	0	5	4	4	rg03_theta12p490_foilpm8	68.25	102	0	False	blocked	0	0	False	0	0	0
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	5	6	1	2	332	332	0	False	510	102	79	0	76	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	21	311	False	230	81	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	5	7	1	2	390	390	0	False	573	115	101	0	68	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	21	369	False	288	81	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	6	2	1	2	42	42	0	False	59	12	10	0	5	0	rg03_theta12p490_foilpm8	68.25	102	42	False	open_populated	21	21	False	0	21	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	6	3	1	2	79	79	0	False	121	25	22	0	17	0	rg03_theta12p490_foilpm8	68.25	102	79	False	open_populated	21	58	False	0	58	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	6	4	1	2	149	149	0	False	218	44	33	0	25	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	21	128	False	47	81	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	6	5	1	2	199	199	0	False	299	60	51	0	40	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	21	178	False	97	81	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	6	6	1	2	304	304	0	False	447	90	66	0	53	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	21	283	False	202	81	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	6	7	1	2	377	377	0	False	554	111	100	0	66	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	21	356	False	275	81	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	7	2	1	2	21	21	0	False	34	7	5	0	6	0	rg03_theta12p490_foilpm8	68.25	102	21	False	open_populated	21	0	False	0	0	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	7	3	1	2	69	69	0	False	98	20	17	0	9	0	rg03_theta12p490_foilpm8	68.25	102	69	False	open_populated	20	49	False	0	49	20
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	7	4	1	2	134	134	0	False	197	40	34	0	23	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	20	114	False	32	82	20
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	7	5	1	2	154	154	0	False	237	48	36	0	35	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	21	133	False	52	81	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	7	6	1	2	213	213	0	False	336	68	51	0	55	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	20	193	False	111	82	20
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	7	7	1	2	229	229	0	False	367	74	66	0	64	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	20	209	False	127	82	20
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	8	2	1	2	0	0	0	False	1	1	0	1	0	0	rg03_theta12p490_foilpm8	68.25	102	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	8	3	1	2	44	44	0	False	69	14	13	0	11	0	rg03_theta12p490_foilpm8	68.25	102	44	False	open_populated	20	24	False	0	24	20
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	8	4	1	2	86	86	0	False	128	26	18	0	16	0	rg03_theta12p490_foilpm8	68.25	102	86	False	open_populated	21	65	False	0	65	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	8	5	1	2	102	102	0	False	154	31	25	0	21	0	rg03_theta12p490_foilpm8	68.25	102	102	False	open_populated	21	81	False	0	81	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	8	6	1	2	157	157	0	False	248	50	42	0	41	0	rg03_theta12p490_foilpm8	68.25	102	102	True	open_populated	21	136	False	55	81	21
rg03_theta12p490_foilpm8	8.0	-5.0	0.0	8	7	1	2	0	0	0	False	6	2	0	6	4	0	rg03_theta12p490_foilpm8	68.25	102	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg03_theta12p490_foilpm8	8.0	0.0	5.0	0	2	1	3	0	0	0	False	1	1	0	1	0	0	rg03_theta12p490_foilpm8	42.5	63	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg03_theta12p490_foilpm8	8.0	0.0	5.0	0	3	1	3	15	15	0	False	27	6	3	0	6	0	rg03_theta12p490_foilpm8	42.5	63	15	False	open_populated	15	0	False	0	0	15
rg03_theta12p490_foilpm8	8.0	0.0	5.0	0	4	1	3	26	26	0	False	43	9	5	0	8	0	rg03_theta12p490_foilpm8	42.5	63	26	False	open_populated	24	2	False	0	2	24
rg03_theta12p490_foilpm8	8.0	0.0	5.0	0	5	1	3	73	73	0	False	118	24	19	0	21	0	rg03_theta12p490_foilpm8	42.5	63	63	True	open_populated	24	49	False	10	39	24
rg03_theta12p490_foilpm8	8.0	0.0	5.0	0	6	1	3	103	103	0	False	165	33	24	0	29	0	rg03_theta12p490_foilpm8	42.5	63	63	True	open_populated	25	78	False	40	38	25
rg03_theta12p490_foilpm8	8.0	0.0	5.0	0	7	1	3	0	0	0	False	1	1	0	1	0	0	rg03_theta12p490_foilpm8	42.5	63	0	False	observed_no_eligible_core	0	0	False	0	0	0
rg03_theta12p490_foilpm8	8.0	0.0	5.0	1	2	1	3	22	22	0	False	33	7	5	0	4	0	rg03_theta12p490_foilpm8	42.5	63	22	False	open_populated	22	0	False	0	0	22
rg03_theta12p490_foilpm8	8.0	0.0	5.0	1	3	1	3	30	30	0	False	52	11	7	0	11	0	rg03_theta12p490_foilpm8	42.5	63	30	False	open_populated	25	5	False	0	5	25
rg03_theta12p490_foilpm8	8.0	0.0	5.0	1	4	1	3	59	59	0	False	97	20	16	0	18	0	rg03_theta12p490_foilpm8	42.5	63	59	False	open_populated	24	35	False	0	35	24
rg03_theta12p490_foilpm8	8.0	0.0	5.0	1	5	1	3	101	101	0	False	165	33	24	0	31	0	rg03_theta12p490_foilpm8	42.5	63	63	True	open_populated	25	76	False	38	38	25
rg03_theta12p490_foilpm8	8.0	0.0	5.0	1	6	1	3	167	167	0	False	260	52	40	0	41	0	rg03_theta12p490_foilpm8	42.5	63	63	True	open_populated	24	143	False	104	39	24
rg03_theta12p490_foilpm8	8.0	0.0	5.0	1	7	1	3	180	180	0	False	288	58	44	0	50	0	rg03_theta12p490_foilpm8	42.5	63	63	True	open_populated	24	156	False	117	39	24
rg03_theta12p490_foilpm8	8.0	0.0	5.0	2	2	1	3	26	26	0	False	51	11	9	0	14	0	rg03_theta12p490_foilpm8	42.5	63	26	False	open_populated	24	2	False	0	2	24
rg03_theta12p490_foilpm8	8.0	0.0	5.0	2	3	1	3	0	0	0	True	1	1	0	1	0	0	rg03_theta12p490_foilpm8	42.5	63	0	False	blocked	0	0	False	0	0	0
rg03_theta12p490_foilpm8	8.0	0.0	5.0	2	4	1	3	97	97	0	False	159	32	20	0	30	0	rg03_theta12p490_foilpm8	42.5	63	63	True	open_populated	24	73	False	34	39	24
