pool	rungroup	zfoil	delta_low	delta_high	xscol	yscol	available	fit	surplus
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-8.0	-5.0	7	1	13	13	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-8.0	-5.0	7	2	64	20	44
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-8.0	-5.0	7	3	102	20	82
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-8.0	-5.0	7	4	126	20	106
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-8.0	-5.0	7	5	148	20	128
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-8.0	-5.0	7	6	159	20	139
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-8.0	-5.0	8	1	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-8.0	-5.0	8	2	63	20	43
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-8.0	-5.0	8	3	61	20	41
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-8.0	-5.0	8	4	76	19	57
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-8.0	-5.0	8	5	98	20	78
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-8.0	-5.0	8	6	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	0	1	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	0	2	67	20	47
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	0	3	106	19	87
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	0	4	148	19	129
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	0	5	138	19	119
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	0	6	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	1	1	36	19	17
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	1	2	83	19	64
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	1	3	130	20	110
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	1	4	206	19	187
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	1	5	201	19	182
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	1	6	63	20	43
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	2	1	45	19	26
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	2	2	120	20	100
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	2	3	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	2	4	223	20	203
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	2	5	259	19	240
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	2	6	185	19	166
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	3	1	90	19	71
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	3	2	147	20	127
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	3	3	208	19	189
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	3	4	250	20	230
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	3	5	324	19	305
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	3	6	318	19	299
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	4	1	93	19	74
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	4	2	166	20	146
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	4	3	238	19	219
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	4	4	83	19	64
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	4	5	324	20	304
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	4	6	400	19	381
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	5	1	80	20	60
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	5	2	167	19	148
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	5	3	210	20	190
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	5	4	299	19	280
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	5	5	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	5	6	405	19	386
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	6	1	51	20	31
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	6	2	116	19	97
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	6	3	190	19	171
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	6	4	238	20	218
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	6	5	328	19	309
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	6	6	362	20	342
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	7	1	29	20	9
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	7	2	84	19	65
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	7	3	160	20	140
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	7	4	201	20	181
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	7	5	236	19	217
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	7	6	297	19	278
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	8	1	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	8	2	74	20	54
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	8	3	108	20	88
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	8	4	170	19	151
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	8	5	186	20	166
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	-5.0	0.0	8	6	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	0	1	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	0	2	47	21	26
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	0	3	79	20	59
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	0	4	101	20	81
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	0	5	146	21	125
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	1	1	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	1	2	74	20	54
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	1	3	123	20	103
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	1	4	153	20	133
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	1	5	206	21	185
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	1	6	209	20	189
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	2	1	30	20	10
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	2	2	83	20	63
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	2	3	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	2	4	191	21	170
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	2	5	261	20	241
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	2	6	284	20	264
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	3	1	50	20	30
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	3	2	121	20	101
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	3	3	177	21	156
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	3	4	221	20	201
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	3	5	285	20	265
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	3	6	388	20	368
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	4	1	69	20	49
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	4	2	117	21	96
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	4	3	185	20	165
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	4	4	72	20	52
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	4	5	306	20	286
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	4	6	420	21	399
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	5	1	65	21	44
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	5	2	119	20	99
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	5	3	157	20	137
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	5	4	193	21	172
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	5	5	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	5	6	394	21	373
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	6	1	52	20	32
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	6	2	86	20	66
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	6	3	115	21	94
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	6	4	168	21	147
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	6	5	224	21	203
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	6	6	314	21	293
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	7	1	27	21	6
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	7	2	56	20	36
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	7	3	106	21	85
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	7	4	155	20	135
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	7	5	189	20	169
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	7	6	285	20	265
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	8	2	47	20	27
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	8	3	83	20	63
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	8	4	102	21	81
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	8	5	160	20	140
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	0.0	5.0	8	6	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	0	2	28	24	4
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	0	3	51	24	27
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	0	4	80	24	56
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	0	5	120	24	96
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	1	1	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	1	2	35	24	11
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	1	3	65	24	41
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	1	4	107	24	83
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	1	5	144	24	120
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	1	6	191	25	166
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	2	1	18	18	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	2	2	47	24	23
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	2	3	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	2	4	147	24	123
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	2	5	192	24	168
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	2	6	237	24	213
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	3	1	45	24	21
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	3	2	45	24	21
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	3	3	113	24	89
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	3	4	161	24	137
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	3	5	216	24	192
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	3	6	289	24	265
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	4	1	51	24	27
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	4	2	61	24	37
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	4	3	110	24	86
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	4	4	38	24	14
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	4	5	228	24	204
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	4	6	300	24	276
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	5	1	29	24	5
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	5	2	57	24	33
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	5	3	102	24	78
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	5	4	148	24	124
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	5	5	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	5	6	284	24	260
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	6	1	22	22	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	6	2	59	24	35
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	6	3	87	24	63
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	6	4	145	24	121
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	6	5	183	25	158
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	6	6	270	24	246
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	7	1	9	9	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	7	2	33	24	9
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	7	3	64	24	40
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	7	4	97	24	73
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	7	5	159	24	135
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	7	6	171	24	147
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	8	2	13	13	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	8	3	43	24	19
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	8	4	71	24	47
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	8	5	116	24	92
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	-8.0	5.0	10.0	8	6	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	0	3	28	24	4
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	0	4	29	24	5
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	0	5	48	24	24
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	0	6	66	24	42
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	0	7	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	1	2	10	10	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	1	3	38	24	14
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	1	4	52	23	29
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	1	5	60	24	36
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	1	6	77	23	54
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	1	7	48	24	24
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	2	2	32	24	8
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	2	3	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	2	4	61	24	37
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	2	5	92	24	68
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	2	6	99	24	75
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	2	7	77	24	53
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	3	2	39	24	15
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	3	3	58	24	34
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	3	4	87	24	63
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	3	5	113	24	89
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	3	6	120	24	96
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	3	7	149	24	125
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	4	2	28	24	4
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	4	3	57	23	34
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	4	4	22	22	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	4	5	111	24	87
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	4	6	120	24	96
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	4	7	150	24	126
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	5	2	32	24	8
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	5	3	53	23	30
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	5	4	91	24	67
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	5	5	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	5	6	134	24	110
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	5	7	138	24	114
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	6	2	16	16	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	6	3	43	23	20
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	6	4	70	24	46
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	6	5	78	23	55
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	6	6	106	24	82
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	6	7	110	23	87
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	7	2	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	7	3	21	21	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	7	4	47	24	23
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	7	5	63	23	40
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	7	6	89	24	65
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	7	7	75	23	52
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	8	3	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	8	4	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	8	5	38	23	15
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	8	6	47	24	23
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-10.0	-8.0	8	7	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	0	3	31	21	10
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	0	4	39	21	18
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	0	5	72	21	51
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	0	6	72	21	51
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	0	7	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	1	2	16	16	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	1	3	46	22	24
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	1	4	69	22	47
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	1	5	98	21	77
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	1	6	120	21	99
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	1	7	129	21	108
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	2	2	41	21	20
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	2	3	0	0	0
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	2	4	83	21	62
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	2	5	139	22	117
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	2	6	169	22	147
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	2	7	189	21	168
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	3	2	41	21	20
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	3	3	74	21	53
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	3	4	93	21	72
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	3	5	154	21	133
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	3	6	187	22	165
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	3	7	231	21	210
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	4	2	49	21	28
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	4	3	79	21	58
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	4	4	30	21	9
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	4	5	184	22	162
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	4	6	225	21	204
rg03_theta12p490_foilpm8	rg03_theta12p490_foilpm8	8.0	-8.0	-5.0	4	7	231	21	210
